source_state,property_id,owner_name,holder_name,address,city,state,postal_code,property_type,property_type_code,property_value,report_year,uuid
TX,106051986,Ficient Holdings,Not Disclosed,2474 Houston Street,Grand Prairie,,75050,Not Disclosed,CK15,31.75,2025,AbQlGJ8BgbHqynegEJKx
TX,35983469,FIN HOLDINGS,COLUMBIA LLOYDS INS CO,,,,00000,GROUP POLICY CLAIM PMT OR BENEFIT,IN02,1391.14,2010,fvsBGJ8B9dGTenPi8EAS
TX,99631390,FINTEX  HOLDINGS,Not Disclosed,3420 RUSK ST STE 1B,HOUSTON,TX,77003,Not Disclosed,MS11,209.37,2025,ugohGJ8BWDpOTxa9DLT9
TX,94632743,FIREBIRD  HOLDINGS,Ambit Holdings LLC,02101 JUNIUS ST,FORT WORTH,TX,76103,UTILITY DEPOSIT,UT01,177.71,2024,jN4eGJ8Bqu6IKIxAfS9T
TX,37326376,FOXWOOD HOLDINGS,RELIANT ENERGY RETAIL SVCS LLC,7827 SPRUCE COVE DR,HOUSTON,TX,77095,ACCOUNTS RECEIVABLE CREDIT BALANCE,MS09,118.69,2009,qPsCGJ8B9dGTenPinq1m
TX,15884554,FOXX HOLDINGS,STATE OF MINNESOTA,#### POST OAK BLVD ####,HOUSTON,TX,77056,WARRANT,CK06,135.0,2008,LZb1F58BgbHqynegZOpA
TX,101846135,FRATRIS HOLDINGS,Not Disclosed,200 REBECCA ST,BRYAN,TX,77801,Not Disclosed,MS16,115.63,2025,zRQiGJ8BVoZSrHrZiasH
TX,101846136,FRATRIS HOLDINGS,Not Disclosed,200 REBECCA ST,BRYAN,TX,77801,Not Disclosed,MS16,110.18,2025,zhQiGJ8BVoZSrHrZiasH
TX,103224556,FRATRIS HOLDINGS,Not Disclosed,8712 MENDOCINO DR,AUSTIN,TX,78735,Not Disclosed,CK10,940.23,2025,rrIjGJ8BdwRK0i0yV-C2
TX,90349219,FREELAND HOLDINGS,UNITED CONCORDIA INS CO,15211 POPLAR SPRINGS LANE,HOUSTON,TX,77062,INDIVIDUAL POLICY CLAIM PMT OR BENEFIT,IN01,45.92,2024,W4UbGJ8BMOBo_ZuO0MWy
TX,6553648,FSI  HOLDINGS,GENERAL ELECTRIC CO,9039 KATY FRWY,HOUSTON,TX,77024,ACCOUNTS RECEIVABLE CREDIT BALANCE,MS09,64.63,2015,E5TwF58BgbHqynegrwfP
TX,83765608,FULLEN  HOLDINGS,NORTH TX TOLLWAY AUTHORITY,P.O. BOX 60529,MIDLAND,TX,79711,ANY OTHER MISCELLANEOUS OUTSTANDING CKS,MS16,34.75,2023,9a0XGJ8BgbHqyneg31S0
TX,98399647,GABRIEL HOLDINGS,Not Disclosed,10903 INDUSTRY DR,SAN ANTONIO,TX,78217,Not Disclosed,MS16,27.93,2025,394gGJ8BPFHwP-jRZLvl
TX,52004547,GALLERIA HOLDINGS,BROWN BROTHERS HARRIMAN & CO,520 POST OAK BLVD STE 125,HOUSTON,TX,77027,CASHIER'S CHECK,CK01,40.73,2018,WKMHGJ8BgbHqynegaogZ
TX,41592731,GANDM HOLDINGS,CORE LOGIC,9235 KATY FRWY 2ND FLOOR,HOUSTON,TX,77024,ESCROW ACCOUNT,TR04,60.0,2013,NJ0EGJ8BdwRK0i0y_Jec
TX,20839902,GASK HOLDINGS,BBVA COMPASS BANK,##### PRESTON RD STE ###,DALLAS,TX,75252,CHECKING ACCOUNT,AC01,100.0,2014,m7vtF58BPFHwP-jR7tcs
TX,66081674,GDR HOLDINGS,AT&T SERVICES INC,701 1ST ST E,HUMBLE,TX,77338,REFUND OR REBATE DUE,MS11,28.39,2020,pdEOGJ8BPFHwP-jRlX5B
TX,81394906,GESADAN HOLDINGS,Morgan Stanley & Co  LLC,##### WEST AVE STE ###,SAN ANTONIO,TX,78216,ANY OTHER MISCELLANEOUS OUTSTANDING CKS,MS16,53.56,2022,9K4WGJ8BdxBbIqahtuPF
